po_id,supplier_name_raw,true_supplier,true_category,item_description,business_unit,order_qty,invoice_value
PO101189,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Plate Mill,179,36124800.87
PO101190,SKF INDIA,SKF India Limited,Bearings & Spares,plummer block SNH 517,Plate Mill,220,3130663.8
PO101191,Rexroth India,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Steel Melt Shop,126,8802528.84
PO101192,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Hot Strip Mill,34,7202928.9
PO101193,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Power Plant,167,7787248.41
PO101194,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Power Plant,357,87227298.69
PO101195,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,MAG CARBON BRICK MgO-C 14%,Coke Oven,166,7229384.66
PO101196,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Hot Strip Mill,258,6017439.78
PO101197,IOCL,Indian Oil Corporation Limited,Lubricants,turbine oil 46,Steel Melt Shop,187,3950014.09
PO101198,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Sinter Plant,275,27824373.5
PO101199,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Steel Melt Shop,206,41401449.46
PO101200,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Power Plant,140,2878507.8
PO101201,ELECON,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Power Plant,408,53825489.76
PO101202,CASTROL INDIA,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Central Maintenance,161,1468513.2
PO101203,Castrol India Ltd,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Central Maintenance,281,2477680.97
PO101204,ELECON,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Power Plant,493,170399381.17
PO101205,atlas copco,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Plate Mill,373,63753973.14
PO101206,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Power Plant,124,1293843.28
PO101207,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Power Plant,441,10446928.38
PO101208,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,147,43330925.4
PO101209,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Central Maintenance,77,12696374.46
PO101210,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Hot Strip Mill,224,3523378.88
PO101211,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Blast Furnace,15,2758522.5
PO101212,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Plate Mill,249,49102177.5
PO101213,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Steel Melt Shop,444,9054478.68
PO101214,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Steel Melt Shop,430,9297705.1
PO101215,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Central Maintenance,257,15406779.92
PO101216,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Power Plant,122,20297115.6
PO101217,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Hot Strip Mill,381,39956818.74
PO101218,SMC India,SMC Pneumatics India Limited,Pneumatics,air filter regulator G3/8,Sinter Plant,110,3486583.1
PO101219,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Plate Mill,29,4288247.4
PO101220,VESUVIUS INDIA,Vesuvius India Limited,Refractories,castable LC 60% alumina 25kg,Plate Mill,244,11849762.4
PO101221,SKF India Ltd,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Blast Furnace,189,4444641.18
PO101222,CASTROL INDIA,Castrol India Limited,Lubricants,turbine oil 46,Sinter Plant,404,6656683.76
PO101223,castrol india,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Coke Oven,359,4186133.86
PO101224,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Sinter Plant,199,13199544.63
PO101225,Festo India Pvt Ltd,Festo India Private Limited,Pneumatics,solenoid valve 5/2 1/4in,Hot Strip Mill,422,11269944.66
PO101226,atlas copco,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,324,38427747.84
PO101227,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Power Plant,42,14508251.94
PO101228,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Sinter Plant,171,31846739.04
PO101229,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,belt fastener MS clip 1200,Central Maintenance,181,11371849.9
PO101230,castrol india,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Central Maintenance,391,2663781.34
PO101231,KBL,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Plate Mill,70,4586386.7
PO101232,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,castable LC 60% alumina 25kg,Power Plant,57,1406812.44
PO101233,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Sinter Plant,164,23173493.56
PO101234,ELECON,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Steel Melt Shop,304,105322569.28
PO101235,SKF INDIA,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Blast Furnace,94,1426275.16
PO101236,atlas copco,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Steel Melt Shop,473,75392212.61
PO101237,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Power Plant,102,11142617.7
PO101238,Castrol India Ltd,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Hot Strip Mill,308,3098005.68
PO101239,atlas copco,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Central Maintenance,61,4110510.62
PO101240,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Coke Oven,254,21597261.86
PO101241,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Power Plant,417,82223480.37
PO101242,Elecon Engineering,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Coke Oven,439,74230202.7
PO101243,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Sinter Plant,210,4820138.4
PO101244,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Steel Melt Shop,231,85353548.28
PO101245,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Coke Oven,69,9576820.5
PO101246,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Steel Melt Shop,363,26687571.24
PO101247,Festo India,Festo India Private Limited,Pneumatics,air filter regulator G3/8,Plate Mill,31,316802.64
PO101248,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,481,85792973.37
PO101249,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Hot Strip Mill,318,69625521.24
PO101250,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Hot Strip Mill,287,20649684.44
PO101251,SCHAEFFLER INDIA,Schaeffler India Limited,Bearings & Spares,deep groove ball brg 6312,Steel Melt Shop,477,6732354.15
PO101252,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Plate Mill,272,63598463.36
PO101253,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Power Plant,66,6445742.82
PO101254,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Power Plant,449,83190670.61
PO101255,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Central Maintenance,162,30704005.8
PO101256,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Central Maintenance,77,3736784.59
PO101257,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Blast Furnace,362,88183196.38
PO101258,SKF INDIA,SKF India Limited,Bearings & Spares,plummer block SNH 517,Steel Melt Shop,364,6710944.24
PO101259,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Coke Oven,444,39969359.52
PO101260,atlas copco,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Coke Oven,93,19167966.81
PO101261,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,castable LC 60% alumina 25kg,Power Plant,498,8808484.56
PO101262,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Plate Mill,127,24744023.41
PO101263,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Plate Mill,349,52677173.54
PO101264,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,castable LC 60% alumina 25kg,Blast Furnace,488,10895175.84
PO101265,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Sinter Plant,426,51418873.08
PO101266,TRL Krosaki,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Plate Mill,3,97466.76
PO101267,atlas copco,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Coke Oven,376,82066677.44
PO101268,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Steel Melt Shop,411,71421870.24
PO101269,VESUVIUS INDIA,Vesuvius India Limited,Refractories,ladle slide gate plate,Hot Strip Mill,309,10769666.61
PO101270,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Coke Oven,395,141227288.8
PO101271,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Steel Melt Shop,400,90034128.0
PO101272,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Plate Mill,411,96032003.61
PO101273,Castrol India Ltd,Castrol India Limited,Lubricants,turbine oil 46,Central Maintenance,427,5009704.91
PO101274,atlas copco,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Steel Melt Shop,244,26931016.88
PO101275,L&T,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Power Plant,416,28499943.68
PO101276,Festo India Pvt Ltd,Festo India Private Limited,Pneumatics,solenoid valve 5/2 1/4in,Hot Strip Mill,263,4470166.29
PO101277,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Sinter Plant,270,46276803.9
PO101278,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Hot Strip Mill,41,1032812.55
PO101279,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Sinter Plant,351,76374339.21
PO101280,TRL Krosaki,TRL Krosaki Refractories Limited,Refractories,MAG CARBON BRICK MgO-C 14%,Power Plant,283,5937971.09
PO101281,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Plate Mill,238,4852029.84
PO101282,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Central Maintenance,42,13852985.16
PO101283,Elecon Engineering,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Power Plant,94,33000787.74
PO101284,atlas copco,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Central Maintenance,153,18062710.29
PO101285,Castrol India Ltd,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Hot Strip Mill,136,1540175.52
PO101286,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Power Plant,310,22057926.0
PO101287,Fenner India,Fenner Conveyor Belting India,Conveyor & Handling,idler roller 152dia,Central Maintenance,3,182414.52
PO101288,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Sinter Plant,208,5083773.76
PO101289,castrol india,Castrol India Limited,Lubricants,turbine oil 46,Sinter Plant,499,7794988.78
PO101290,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Coke Oven,70,3082330.3
PO101291,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Power Plant,108,15801351.48
PO101292,KBL,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Sinter Plant,440,87345258.0
PO101293,L&T,Larsen and Toubro Limited,Electrical & Automation,HT MOTOR 1000KW 6.6KV,Hot Strip Mill,76,5938108.76
PO101294,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,379,69637111.32
PO101295,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,300,31801323.0
PO101296,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Power Plant,53,1049028.47
PO101297,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Blast Furnace,378,61536037.5
PO101298,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Coke Oven,249,4360099.56
PO101299,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Steel Melt Shop,271,9954044.09
PO101300,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Central Maintenance,332,76128034.92
PO101301,castrol india,Castrol India Limited,Lubricants,turbine oil 46,Blast Furnace,331,3776551.12
PO101302,ELECON,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Coke Oven,372,61368680.04
PO101303,Fenner Conveyor Belting,Fenner Conveyor Belting India,Conveyor & Handling,conv pulley lagged 630dia,Hot Strip Mill,301,30373148.47
PO101304,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Central Maintenance,371,68718141.1
PO101305,KBL,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Steel Melt Shop,433,40001557.55
PO101306,Castrol India Ltd,Castrol India Limited,Lubricants,turbine oil 46,Steel Melt Shop,67,583123.78
PO101307,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Coke Oven,483,112513236.78
PO101308,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Hot Strip Mill,10,338248.0
PO101309,Elecon Engineering,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Plate Mill,441,161324344.44
PO101310,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Central Maintenance,317,3778785.82
PO101311,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Hot Strip Mill,175,58533534.5
PO101312,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,448,68141015.04
PO101313,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Steel Melt Shop,225,45006475.5
PO101314,KBL,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Coke Oven,22,3316162.74
PO101315,atlas copco,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Central Maintenance,81,15235373.43
PO101316,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Hot Strip Mill,51,2501086.41
PO101317,ELECON,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Coke Oven,104,24500842.08
PO101318,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Steel Melt Shop,243,29811990.87
PO101319,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Hot Strip Mill,367,119600062.91
PO101320,L&T,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Power Plant,272,19958467.84
PO101321,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Blast Furnace,210,5252576.7
PO101322,S.K.F. India Limited,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Steel Melt Shop,395,3039130.0
PO101323,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Blast Furnace,206,5489473.58
PO101324,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Blast Furnace,19,387095.36
PO101325,atlas copco,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Power Plant,366,73215723.36
PO101326,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Plate Mill,349,7386728.09
PO101327,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Power Plant,144,20444117.76
PO101328,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Plate Mill,106,2629627.86
PO101329,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Steel Melt Shop,401,70030611.93
PO101330,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Sinter Plant,172,14722217.88
PO101331,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Hot Strip Mill,262,70166416.5
PO101332,Rexroth India,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Coke Oven,456,59519016.96
PO101333,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,156,29293689.36
PO101334,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,133,22737843.59
PO101335,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,HT MOTOR 1000KW 6.6KV,Central Maintenance,482,22341774.86
PO101336,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Plate Mill,121,2807812.26
PO101337,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,342,114381807.66
PO101338,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,idler roller 152dia,Plate Mill,127,4852377.9
PO101339,SKF INDIA,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Steel Melt Shop,76,1624651.24
PO101340,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Steel Melt Shop,455,25876760.0
PO101341,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Sinter Plant,270,4145499.0
PO101342,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Power Plant,326,11985621.46
PO101343,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Hot Strip Mill,74,11135358.68
PO101344,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Central Maintenance,263,55464835.33
PO101345,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Steel Melt Shop,383,4043855.71
PO101346,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Blast Furnace,210,4729263.0
PO101347,Fenner Conveyor Belting,Fenner Conveyor Belting India,Conveyor & Handling,belt fastener MS clip 1200,Sinter Plant,61,3597441.45
PO101348,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Blast Furnace,406,4176095.7
